text,negative_ny,distortion,magnitude,category,quote,userid,time
"I'm through with illusions just delusions for now, I've took a step to the edge but I've been walking for miles, It was a very temporary waste of time, Is there really sucha thing as a waste of time?",,,,,,478b92a554c6ef2c8c9a4bfba3a9886b,2010-11-17 19:35:32
Is apperntly very annoying! hahahhahah! lol. Whateves! :P Oh sigh. Good day. I like being in good moods. I enjoy everything and anything.,,,,,,c70b15854118907c8f0a234e2ba44bbc,2010-01-12 0:12:11
"is now officially illustrator and editor of Akira Moto's new book. I'm so excited! Thank you so much for this amazing opportunity, Akira-sama! ;____;",,,,,,2fba0f9dccc84f3516d8b553426af527,2009-11-04 20:40:33
"I made homemade tapioca pudding for the first time today. Next time I'll make a double batch so Eric can have some, too. ;)",,,,,,0e3fdb89c7706b13891170ab2a9017c7,2011-02-17 18:41:08
Three signs you're drunk:  Your doctor finds traces of blood in your alchohol stream.   Your career won't progress beyond Senator from Massachusetts.   The back of your head keeps getting hit by the toilet seat.,,,,,,e781a52c4b2c384323c5c743472791d4,2010-08-18 1:41:06
"Well I came upon a child of God,he was walking a long the road, and I asked him/tell mewhere are you going/""this he told me",,,,,,2d5358598ae629a1e03fd5a4c05c5e05,2010-04-16 14:39:15
an why all these white people only followin me on twitter. the only black is young money. do i look like i wanna be inna snowstorm?,,,,,,d7a7f477a7d4a75a9fc33d4326078d28,2011-05-07 3:19:00
"Had 12 hours of sleep today, yet still tired. Maybe i should start trying to get 14 or 15 hours worked out. -confuseded-",,,,,,54c63cd1c02d87971a94c40394a21708,2010-08-06 2:07:32
"I keep thinking that my statuses sound so much more cheerful and friendly than this picture makes me look.....okay, cheerful and friendly may not be the best words to describe me anyway, but you get the point. :P",,,,,,cea00424ced413c108d878b1a14f3316,2009-11-30 2:52:41
knowing that i probably wont start being productive until midnight means knowing i'm going to seriously be paying for this at 3 in the morning...,,,,,,10770bffe400bd20e4a690242c624e9d,2010-05-04 6:01:29
"My hands float up above me. And You whisper You love me. And I begin to fade into our secret place. The music makes me sway. The angels singing say /We are alone with You./"" I am alone and they are",,,,,,cea00424ced413c108d878b1a14f3316,2010-05-12 3:12:07
Mot nguoi buoc vao tam tri minh dem toi su hy vong nhung sau do la am anh so hai cung voi su gian du.  Va roi mot co gai khac moi xuat hien lam mat di hinh anh cu dau long cua nguoi cu ay. Happiness. Nhung ma ai biet dc chuyen gi se xay ra.  Thoi cu vui di vay va chuan bi cho dieu xau nhat co the xay ra nhu lich su lap lai vay.,,,,,,74b763ca60edef069c4faa6ed6c16932,2010-12-03 10:14:48
| Does anyone know of any decent shows coming up in Detroit? I really don't know shit about the music scene in my 'home' town (<-- scoffs at home part).,,,,,,1ab4754657079071f9831fe42b3eac49,2010-02-13 2:52:10
"..wonderful Murder Mystery party last night. Philly today for a conference. That Thing At The Church Tonight. church and parents' tomorrow.. aghh, where has the weekend gone?",,,,,,cb02460576e27f95654a9a0ef548fe5b,2010-11-13 11:44:10
"my oldest left for his first semester at Dalhousie, seems like yesterday he started school.............now he's 18 and going to University......Good luck Jason, stay safe!!!!",,,,,,dcbe08425f5edef5e5c1053f21e83640,2009-09-06 16:53:21
I lost the half sheet I had to do for homework for math... Oh well. I did all but 2 problems. I hope Mr.Hartz goes over it tomorrow.,,,,,,2a9b90b41e9399bb331fef2582f657c3,2011-02-22 5:06:01
Bak at home relaxin wit mi slow jamz 4 the nite. .....bt if u wnt hyt me up cuz I'm n a gud mood so it doesn't matter who u r :),,,,,,376cc1797a7cbb41a33c392044fc2794,2010-09-30 3:19:22
the way you are is not the result of what has happened to you. It's the result of what you decided to become after everything that has happened. - keith :),,,,,,ab3b4c66fe29289ad91c38b572215748,2010-04-21 3:17:18
"I had a great day at the beach with the family! They rock! I laughed the entire day away! It was great! Still, it doesnt matter what we do... I cant help to think about the cloud that looms over it all. I miss you and I wish you were still here with us! RIP Stephen <3",,,,,,bf45ea766695c09187b2d67d0fe6da3f,2010-07-05 0:19:56
"--Forwarded message-- From: William Gort Subject: Sir Michael Assembly Tomorrow Hey Guys, I have been informed that Sir Michael only intends on speaking for a short period tomorrow. He will then take questions. It would be of great assistance if you could all prepare a question for him tomorrow to give from the audience. Also pass on this info to as many people as you can so that we can be prepared. Thanks, Will",,,,,,f32e710223cf508365554a6e29c96ad9,2009-10-13 9:36:54
Paper route soon.Blah.I'm actually feeling more hopeful about my future.You think I would after 140 pages of that site xp. One day Ill find someone who doesn't treat me like shit and just wants me for me=]Gonna find my cell so txt it.,,,,,,87c27c042e2a8eb2c1ac6368aa7643a4,2010-12-30 6:21:50
When you cried I'd wipe away all of your tears  When you'd scream I'd fight away all of your fears  And I held your hand through all of these years,,,,,,dd54cb7204c52be838047fd0a29e38a6,2010-12-15 5:51:19
ME ON BICYCLE+ CARS+ CROSSING SOUTH FLORIDA+ TRYING TO HOLD ON TO APPLICATIONS= EPIC FAIL...and maybe even death. OHH and no I have not found a job...yet...but its out there....i think ://,,,,,,23cbbe03a89344129e1a6d8419a66d23,2010-07-20 20:55:45
"Went to the doctor's today. she told me that I had a whiplash and that I might have a concussion and that it'll take a while for my brain to heal from the bruise. As she put it in much nicer words, I'm going to be temporarilly stupid. Told my mother that and she laughed for five minutes straight.",,,,,,ff901930a5eaba2dc939d40571f51bb5,2011-03-04 4:48:37
Finished Dragon Age II. Wasn't as bad as I thought it might have been. About 107 hours in 2 playthroughs. And I'm playing it a third time while I wait for Portal 2.,,,,,,c09f6695e155f4eda37e853b52e34de7,2011-04-18 0:56:42
my car is a piece of crap all I want Is it to be fixed so I can get the f outta this house and town!!!,,,,,,7df70412b15da417ab55a83f808ac554,2011-01-11 16:27:15
"Viimevuotista superhy├╢dyllist├ñ tilastointia jatkaakseni... 2010: 347 sessiota, 468:32h, 210 433kcal ja viikkokeskiarvot 6.7 // 9:00h // 4046.8kcal. Pieni parannus joka arvoon verrattuna viime vuotiseen, mutta p├ñ├ñosin hyvin erilaisella ohjelmalla. -_- 2011: Bring it! :D",,,,,,8106f47a74c8daa9addfd4f676edd7c1,2011-01-11 17:22:05
"so happy to be at church! i know, im a God geek, but i think it could be alot worse :)",,,,,,498f553bf758b61c8102b766c94fcd65,2010-11-30 22:10:26
"Ronny James Dio tribute on House of Hair tonight. pretty awesome, lots of great Dio hits, and recorded messages of condolences from different rock stars, supposedly there's gunna be clips from Dio interviews later... prolly gunna be the best HOH I've heard in a long time. check it out on Q103.9, if your not local google House of Hair and see if it's on a station near you (yes I like to advertise, leave me alone)",,,,,,55a72284594fdda49b22a6610b9b91d6,2010-06-21 2:33:54
people are going crazy or is it me what strange people i have seen today wtf tomorrow prov :) can wait 5am is too soon :P,,,,,,08074f06d6882e73b4db242b38be237a,2010-08-04 23:54:30
My AIM background is now a mass supply of doughnuts. If only that could be the background of my life. Sigh...,,,,,,79f33b896538f4548d334ef5a4f208ce,2009-09-21 22:41:27
"Can someone explain to me what the whole / I'm at the movies with @ whoever thing?/"" I don't understand the whole @ thing.""",,,,,,ca745fc1747c3252bb6e5be40c5d91de,2010-08-06 3:26:46
is rapidly finishing the Dear John book so I can watch it Friday!! 6:50 showing in Bremerton! Be there :) I believe we're going to the Manette afterward....,,,,,,25c68399f38b70d0466ae022feb4fe6a,2010-02-04 3:55:36
"I like being tested. I get as scared as anyone. But the feeling of putting yourself on the line, betting on your talent and having it work; that┬Æs the most exhilarating feeling in the world.",,,,,,dd54cb7204c52be838047fd0a29e38a6,2010-04-26 21:05:47
dunno how but I just nearly knocked myself out with the ironing board - I knew ironing was bad for you all along :p,,,,,,059c18ea701ce88479c9e10a25cb8284,2010-10-20 18:26:55
"1 free  2 AP world w//olivi  3 drafting w//sarutto  4 lunch  5 phys ed w//fisher  6 chem w//orlando  7 mando w//guan  8 trig w//maksudian  9 lit w//oberfield  10 free   post here if you have 1st or 10th free, i have no idea what to do then.",,,,,,ddd85e769f42b8e6b486df7d0859242a,2010-09-10 2:15:18
Going back to the park to play on those awesome spinny chairs whooo watch the world turn!!!! Have a good day facecases :),,,,,,539519d42e181b767985e718dc6c907f,2011-01-08 17:22:37
beetje brak in de trein zitten...maarja wat wil je ook als je vannacht niet geslapen hebt...om met goede wil en beetje inzet huis werk te willen gaan maken...maar uit eindelijk heb ik geen ene flikker uitgevoerd en heb ik de hele nacht met Kaisa liggen kletsen...straks maar even snel mijn Excel opdracht voor ECDL op school maar afmaken...kijken wat deze dag mij brengt...we'll see...,,,,,,4ce9def8e9be3c42ebb9833c9d0c47c3,2011-05-11 7:26:22
"I don't know if I am a little early on this but January has two amazing days coming up... Expected release of Science & Faith by the Script is Jan 18 and general sale of tickets for their US tour opens up on Jan 28 at 10 am, which the tour includes them finishing up in Boston, MA on June 8. I think I may be a fan...",,,,,,733924d2f62385907d4460bc626bd105,2011-01-14 11:21:14
"┬ôSquint  your eyes and look closer. I'm not between you and your ambitions. I am  a poster girl with no poster. I am thirty-two flavors and then some.  And I'm beyond your peripheral vision, so you might want to turn your  head. 'Cuz some day you are gonna get hungry, and eat all of the words  you just said.┬ö",,,,,,da15caa632bc137b9baa7e483b115fd5,2010-10-17 8:25:30
regrets not enrolling jayden in private school im still waiting on the woman at the school board to call and tell me which school he will be going to,,,,,,b68be8e3d1a310f89765f2b1bd49e548,2010-08-09 16:01:18
"Every girl wants the guy they can fall for but I want the one to make me stand, because I dont want to fall in love I want to rise _ Elise",,,,,,009d96a823b6f6c085c092fb177491f6,2010-05-29 21:14:21
Clap if you think I'm crazy! Me!? I'M THE CRAZY ONE!? You are the one clapping at the computer! I have GOT to get you weirdos off of my friends list!!,,,,,,d78a21d2a28db2fc9e037834635134a0,2011-01-10 20:51:38
"Well, not gonna finish it all tonight... I don't think most of my teachers expected me to finish my work in such a short amount of time anyway. Especially Mrs. Bushong. Lol. Algebra 2 is gonna be very tough to get caught up in.... And i can't figure out why Mr. Snyder didn't send me any work.",,,,,,3e991bc5cf2089fcd076f1660a210288,2011-03-26 1:27:38
"/So if I ever see you on the street // Ill pretend that I didnt see // And turn my face // No use in small talk anyways/""""",,,,,,badb8d4ee2a91bd529321f8941dce389,2010-02-01 5:46:12
I feel happy :) like my face feels numb kind of happy :D I think I'm going to enjoy art class now!,,,,,,2080fe3a58a912159aa859a26fa1834d,2010-04-06 23:02:09
Driving to the atl signing with a bag of frozen edamame on my finger because my brother shut the door on it xD,,,,,,855f69267caba188c45901861dd0c639,2011-08-17 22:18:27
"after leaving work, ran some errans, bought some groceries, payed some bills, balanced his check book, and is now blissfuly doing nothing!!",,,,,,c9853214d41149065908ba50259250b7,2010-05-13 1:02:00
"i want to scream and shout but nothing leaves my throat i want tears to flow but just my eyes well , i feel like nothing and i dont think i am good for whatever reason I just feel like crap..... a big old pile of it thanks honey",,,,,,08074f06d6882e73b4db242b38be237a,2011-03-24 21:28:17
I'm strong on the surface  Not all the way through  I've never been perfect  But neither have you  So if you're asking me  I want you to know  When my time comes  Forget the wrong that I've done  Help me leave behind some  Reasons to be missed  Don't resent me  And when you're feeling empty  Keep me in your memory  Leave out all the rest  --Linkin Park,,,,,,dbd7fba7e17bf39251d01d88dd758c34,2010-12-30 5:00:30
I like the guy who did the plumbing for this building's style. The optimum angle for standing up to pee in the toilets is always exactly 30 degrees to the right from where you're standing.,,,,,,7fc29084716097cb81f5be35b7290392,2011-01-17 22:39:05
"Omg my allergies are attacking way too early. I need like two weeks. Usually, the begining of May is when I start my transformation. I dont think it is a major cause for concern. If I get it out the way early, I have more time to enjoy cutting the grass! Yaaaaay! This'll be the bestest two weeks ever in the history of me wanting the pain to go away-ness.",,,,,,e781a52c4b2c384323c5c743472791d4,2011-04-13 3:58:01
"The lies you live become you, the love you lose it numbs you, don't let it take the fight outta you. ~~~ Ben Harper",,,,,,601f343a14622332a92b593a459de56c,2010-03-02 13:40:19
If any of my friends here in the Shreveport-Bossier area know of any job openenings let me know plz...this has been the toughest time ever trying to find a decent job,,,,,,aed86a3085a364f5484679649f064467,2010-11-22 14:56:20
"Prayerfulness and power is something that is more caught than taught, every opportunity to spend time with passionate, prayerful, spirit-filled people is priceless : )",,,,,,fa69c3f763679900202613ada8fbb68b,2010-10-29 13:07:35
"has beat the new Kingdom Hearts, and based on when the other games came out relative to Japan, the new one should probably be out in April or May.",,,,,,b05f34be807a91ce0325cda601bc5856,2009-10-18 17:58:11
"did u seeTower Block of Commons last nite, hilarious! and those houses were SOOO DIRTY u wouldn't bleev it was in this country!! this bathroom had mould on the walls and a rusty shower curtain pole and in a NEW house let out by the council, they 'd left the sofa and it was BLACK with dirt!!",,,,,,bcc70ea759d99b883452f0e8695e2201,2010-02-02 11:04:33
"okay, so today i discovered two, count 'em, TWO uber-cooleo peoples==== kevin&komi! the creepy thing, though, is that if add komi's fist initial to kevin's you get kkk.... o.0",,,,,,60e3e76252eeacb2304d45836a7d8de8,2010-09-01 18:57:21
My daughter Martha just informed me that I have another granddaughter coming this summer!!! Yea!!! Mollie will have a cousin to go shopping with!,,,,,,561398fccf4432b41202991b3d39623d,2011-04-05 14:45:36
"La gente ├¿ strana: si infastidisce sempre per cose banali, e poi dei problemi gravi come il totale spreco della propria esistenza, sembra accorgersene a stento.",,,,,,9cd63231d57296ff76065355114ea2fd,2009-10-31 16:47:02
Okay you see a group of guys or girls. You notice on in particular and think...their hot//cute...etc. They turn around and you notice their your ex-boyfriend or girlfriend. Has that happened to you? XD,,,,,,1ed800d4d26b7ccf86d3efa1670c0f45,2010-07-23 21:31:49
"marathon soak in the bath, jacket potato with cheese and beans and waiting to get my wonderful hubby back from Mem ... :)",,,,,,41ef345410ba421410cb4d09c331aec3,2011-03-27 18:48:39
"SO SO SOOOOOO glad da work week from hell is over! I hate that no matter how much good u do or treat ppl, if theres JUS ONE TINY error, omg thats all u hear bout. WHy is that? Isnt good suppose to outweigh the not so good? Anyways, no 12 hour shifts til Monday n someone come pick me up and take me to Palatka lol Did I say PLEASE????? lol or jus have some fun and forget work, bills and other life crap lol",,,,,,f3a86bbb3ca55c26f97074307e44d5f3,2010-10-02 0:20:04
"...Hitched a ride with the wind and since he was my friend  I just let him decide where we'd go  When a flower grows wild, it can always survive  Wildflowers don't care where they grow.",,,,,,70508863b817fd43b69b5328a2ee91a0,2011-01-24 21:55:41
"It is a truth universally acknowledged, that a single man in possession of a good fortune, must be in want of a wife/""
4c179912d21f5c082104b3c02bb9822f""",,,,,,39b83fcebd7a521c51f8ef623172bed0,2009-11-23 23:35:51
"Forgiveness is not always easy. At times, it feels more painful than the wound we suffered, to forgive the one that inflicted it. And yet, there is no peace without forgiveness. ~~~ Marianne Williamson",,,,,,601f343a14622332a92b593a459de56c,2010-03-22 1:21:33
"Everyone who is going to attend the baby shower, Please let me know if you got your invatation on here. Some people have not recieved theirs. I just need to know who to resend them out to. Please send me mail on here!!! Thank you!!!!!!:)",,,,,,e5e84d8ebb1c958b595508c50224a51e,2010-03-19 1:44:02
theres a problem with mi sims 3 game. it keeps closing out on me 4 no reason so were kallin the ppl 2 c if they kan fix it,,,,,,97f81977a2a65e27bfc41ff2e3f6591e,2009-12-04 21:28:51
"Cause you're a pretty little windstorm out on the boulevard  Something like a sunset, oh you're a shooting star  And I might drive myself insane  If those lips aren't speakin my name",,,,,,6262f9ea246e00408561aa9a73c49175,2011-02-07 8:05:58
"Yeah I did my workout this morning and plan on doing them in the mornings from here on out....then I will have more family time after work...:) Too bad work doesn't start at 10, so I could get up at 7 to workout...LOL..No actually I am feeling pretty darn good...:)",,,,,,bfc3de1ae3ba2894b44311621bdd26c8,2010-01-13 13:56:49
"TRUTH ABOUT GIRLS:   They are IMPATIENT: they always want to be attended.  They are IMMATURE: seeking too much attention.  They are EMOTIONAL: even at d smallest detail, they cry.  ...They are LAWYERS: they can make right things wrong and wrong things right.   But inspite of all, they are :   forgiving, loving, caring, and faithful ..   Once they choose you, it would always be you.. ^_^",,,,,,88eed2b03dd4973e98fdc350d8886ab8,2011-08-03 1:10:26
"I am inexplicably tired for some reason P.S. My dad just texted me saying my uncle has cancer. That REALLY sucks. No sarky, it does.",,,,,,fdfdc49f0f563b1c4e1192b23cb990a1,2010-02-03 20:17:47
"so what u wanna do, u gonna get fired up...lol this is gonna b a good wkend and im headed 2 moval",,,,,,9504dafaba40702cd047f94871b6af59,2011-01-22 4:58:53
"Going over to get Sylus, so his mommy can go out a be a teenager on a Friday night!!!! Oh well we're going to have new Mommy try-outs tonight!!!! Told her numerous times about have other men around my son, she just must not get it!!!!!! Childish, huh? If ant ladies wanna kick it with a stud and his dad, call 319-473-0001 or 319-313-9149!!!!!",,,,,,1d7e6f01223cf9c1bfebbe89cfff7321,2010-04-30 20:37:08
is considering baking cookies either today or tommorrow....if I bake them today i get to eat all of them...but if I bake them tommorrow night then everyone in the band hallway in the morning will get one as well...,,,,,,5c31d7d80e78643cd5289acec0561d77,2010-10-09 19:53:33
"Apost├⌐ al gallito de pelea equivocado... q mal... con todo y eso, no hay quien me libre de una monograf├¡a y un trabajo de investigaci├│n... consejos y ayuda se aceptar├ín como donaciones... adem├ís de aportaciones a mi cuenta bancaria jajajajajaja",,,,,,c5f47d88d264b1e3ce2f15c0d3b3397a,2009-11-15 15:59:02
"Never search your happiness  In others  Which will make you  Feel alone,  Rather search it in yourself  .........You will feel happy  Even if you are left alone .  <3 <3",,,,,,8bea7464dea62a2e657abf1e6dd8ad16,2011-03-21 11:54:40
"So, I interviewed and hired a full time shuttle driver last week. He was supposed to start training Wed. He called me that morning and said he'd rather draw unemployment and refused the job. Should I turn him in to the UI bureau?",,,,,,1d47deef1044f23adae24374bab52539,2010-09-26 18:15:58
"If I had a world of my own, everything would be nonsense. Nothing would be what it is, because everything would be what it isn't. And contrary wise, what is, it wouldn't be. And what it wouldn't be, it would. You see?",,,,,,5c31d7d80e78643cd5289acec0561d77,2010-02-28 2:58:07
"[Jen looks at small black box equipped with a single red LED light  in the middle of the top side. Moss stands next to her.]  Jen: What is it?  Moss: This, Jen, is the Internet.  Jen: What?  Moss: That's right.  Jen: This is the Internet?  Moss: [Moss is nodding his head]  Jen: (suspiciously) The whole Internet?  Moss: (agreeably) Yep. I asked for a loan of it, so  that you could use it in your speech.",,,,,,4fe7be93853af48034fb053a0d0a7747,2010-07-30 22:40:50
"I Want Some Ideas For A Song To Use To Try Out For SM Entertainment,But I Cant Exactly Think Of Any Good Ones.Then I just have to have a good song to/free style/""to(I'm really going to have to practice on GOOD free style dancing",,,,,,3bde607fa84e1765d3b07bf18d748bce,2011-04-24 20:31:38
Hmm. . . mental list of things to do #68: Take new profile picture.  #69: Use magic abilities to poof up a million dollars.  Hmm. . . I think I'll work backwards.,,,,,,7710e2148fd05e5ca145db66dcc010fa,2011-03-23 2:03:30
"Break away, I gotta break away...this ain't no way to live my life. I'll find a place for the words I want to say. The rest is wasted hanging time.",,,,,,6ac852ecd0cfc9a657c7bf392f7bebaf,2010-05-20 17:48:48
it's nice winning in pre-season against jersey. Let's see if we can do it again Saturday. new guys like Frolov lookin pretty good,,,,,,55a72284594fdda49b22a6610b9b91d6,2010-09-24 1:44:01
I would never change anything about my past - good or bad - because then I wouldnt have the people in my life and I wouldnt be the person I am today.,,,,,,bf45ea766695c09187b2d67d0fe6da3f,2010-09-06 0:55:12
"There are a number of mechanical devices which increase sexual arousal, particularly in women. Chief among these is the Mercedes-Benz 380SL.  - Lynn Lavner",,,,,,5e49c1efdf782f392b89c4e6c6f1530e,2010-10-05 21:07:30
"hmmm. I agree with Zakk, but I'll give you a bottle of light pink to put a streak of that in too if you want. ( :",,,,,,2c126f7226966d6b4e03c42f26ca7c14,2010-05-14 3:15:06
"Feels kinda guilty. After I got off of my bus, I walked a little distance. Then my bus broke down behind me, and my bus driver got out and started messing with the bus. I was tired, so I stayed for a couple of minutes, then I left them there. Now I'm at home, feeling bad for leaving them. Should I have stayed?",,,,,,e2e91e96bbda5245213243ab7f70ddd8,2010-10-20 21:44:33
"You took me home, I drank too much. Cause of you my liver turned to dust, cold rust tastes, cold creeping, cold pain. Do you understand what I mean? When you feel your soul drop to the floor, like a hole, like an open bleeding sore, then you'll have bled like I bled. And you'll have wept as I've wept.",,,,,,6262f9ea246e00408561aa9a73c49175,2010-04-21 21:46:43
I love it. I hate it. I never wanna leave it. It hurts. That's why I really love it. Better go crazy. And I like it.,,,,,,a3893312e14deb74a13699759a53a2a6,2010-09-13 20:56:35
I have officailly lost my phone in my own house and no matter how much I call it I can't find it!,,,,,,59e55a41159531614e8398aa6d79ca6a,2010-05-26 4:56:24
"we made a bonfire pit in the backyard :) 4th of july plans: 3 different families will be over, eating, &...eating. then fireworks with them and friends<3",,,,,,2a1e77b348db53b838d5a7fab2548774,2009-07-04 15:42:19
-->please consider DONATING JUST $5 = HELP PREVENT SUICIDE [+] HELP ME GET INTO AN ART THERAPY PROGRAM NEXT FALL! https:////www.preventsuicide.us//99club//personal_pages.php?ppid=693,,,,,,cf5a3f66c42918587a1428a6f7d7eec9,2011-01-14 9:09:36
I've made a lot of choices.Most have not been wise.But I have some really good friends .I've been fortunate enough to find.They get throught the lonely days .When I want to stay inside myself.They get me out of my shell.Out into the world.-Hold Your Head High- By Heartless Bastards,,,,,,7175a46eaf9d0a6e00c562bfaa614360,2009-11-06 0:47:23
"Take me, take me back to your bed, i love you so much that it hurts my head, i dont mind you under my skin, i'll let the bad parts in, the bad parts in",,,,,,4908adae6cf09defb838925defcc5e61,2009-08-06 0:15:35
has just finished the second draft of his book and is *looking for people to read it* (Get your attention?) Yeah. I'll give you details of the kind of feedback I'm looking for when you get in contact =) Thanks.,,,,,,055638f0a33b2df4031fadb86076861f,2009-07-02 8:53:57
Did my civic duty and filled out the census! Yay! It was less exciting than I wanted it to be..less questions than I thought. Oh well lol,,,,,,66495ec54feb9e2399db05a67a80f2c6,2010-04-08 3:53:00
Ds aaklig o mt i hoofpyn op t staan. N dan mut ek ng ga maseer ok. Dnk ek ga so siek voel vmidag,,,,,,281b5e599b5d1ab7e7cc7effe2ff1361,2010-07-23 5:37:45
"est traqu├⌐... pourchass├⌐... par la pub /qu'aimez-vous faire de votre temps libre/""!!! A la t├⌐l├⌐ et sur internet!  (genre j'ai d'la tune pour l'acheter ta putain de bagnole!)""",,,,,,61cde889b596924bc8eb8c8d5aa956a8,2011-06-06 20:01:52
"FFFFFFFFFF this is just perfect.  does anyone watch /America's Got Talent/""? I need to know what channel it's on so I can watch a performance from the musical I'm writing my paper on...""",,,,,,6446d8555111ee3a45aaf21453bb5bc2,2010-09-08 21:13:21
"After awhile, i realized that whatever house i am in(if ever that stupid owl ever arrived) whether its in Hufflepuff,Slytherin ,Gryffindor, or Ravenclaw. Id give it my all ,work hard for that house and burn//pawn//beat all of the other house.",,,,,,4be6217ef2c073dc3ba11806df290884,2011-08-20 15:08:09
I have decided that people don't change so why even try!! I am doing something with my life and no one is going to hold me back so bring on the new year and hopefully a new love!!,,,,,,7df70412b15da417ab55a83f808ac554,2010-12-28 17:38:49
is ready to fill her social calender for those times under 90 degree heat. who's first? Please don't push I have many times open. book yours soon.,,,,,,75e98b37ba7021fad48973d5a54006c5,2011-06-22 3:17:18
"O forse non ├¿ qui il problema, e ognuno vive dentro ai suoi egoismi vestiti di sofismi e ognuno costruisce il suo sistema di piccoli rancori irrazionali, di cosmi personali, scordando che poi infine tutti avremo due metri di terreno...",,,,,,3aac76fd5c5b0115f67dfcfe3850cf7c,2009-11-11 19:15:20
"/The human heart is like a ship on a stormy sea- Driven about by winds blowing from all four corners of heaven/""""",,,,,,30fe31c62ef4fc67e70d98dc8efa190c,2011-02-27 9:07:24
"RT @MikesAndNikes: MTV should change their name. They play no music. They just glorify teen pregnancy, and Italians that no cares about.",,,,,,e72db17b733836675960851cda630ff1,2011-05-06 2:38:57
"Please say a prayer for my sister, Michele. She was admitted to the hospital with chest pains today and we arent sure what the problem is. Thanks all. I love you, Michele! <3",,,,,,bf45ea766695c09187b2d67d0fe6da3f,2010-05-20 0:15:07
"Anyone  can love a rose but it take a great deal to love a leaf. It is ordinary  to love the beautiful, but it is beautiful to love the ordinary.  -leilockheat.tumblr",,,,,,db7f1b0130b2138e13b7bbca9cc63823,2010-08-20 12:41:48
"It's cold, windy, and supposed to snow...damnit...I  hate cold weather....Arizona sounds like a good place to live right  now!",,,,,,b5e2618b5f098dd6f94f794f354b1815,2010-11-17 17:23:46
Copy paste to your wall if you want to be rated only positive remarks no douchebaggery 1.)CUTE 2.)romantic 3.)good guy 4.)raunchy 5.)headturner 6.)beautiful,,,,,,5518b214e29906bc715f9f035054390c,2011-03-22 6:03:01
"no hay nada mas lindo que llegar a las 6am a tu casa cagandote de frio, con sue├▒o y meandote encima solo para ver que un ascensor no anda y el otro esta con la puerta abierta en el piso 10... y tener que subir 12 pisos por escalera ┬¼┬¼  que manga de vecinos forros, taaanto cuesta fijarse si la puerta del ascensor quedo bien cerrada?",,,,,,496a86771da1e30f0892e489cd2f7b36,2010-07-10 20:39:48
"I also just realized that I took tons of pictures on at least three days of my trip over the summer, but I only ever uploaded one batch of them. I still have pictures from the aquarium and I think somehwere in eastern Oregon to post. And there may be even more than that. I really should start looking through those one of these days",,,,,,b4df192aa68519bad438920735e802c0,2011-10-31 19:23:52
"Just starting to do the take-home-test in a hurry and bearing in mind that the deadline is in 7 hours (more than enough, I suppose). I have to say though, I'm having the time of my life from about 6 hours earlier. Doesn't even thinking about the mid-term exams (yes, plural). Can't wait for another time like that one.",,,,,,a4e6280de8ce2a565e0bf1421d33678f,2010-04-05 21:36:07
"Anyone have any ideas on what this movie may be called? This guys daughter gets radiation poisoning and he goes to look for a cure.. It's on the tip of my tongue, I just can't remember lol.. I think Bruce Willis might be in it?",,,,,,216924ec52555944d3d64c52390b359f,2010-12-10 7:57:53
"UP Writers Club sign-up booth. CAL New Bldg. Dec. 14-17. Contact Ellie @ 0906-720-7275. GO.   Oo Ayrie Ching, special mention ka. ?",,,,,,b2241d4fbe0b754b0e8559c85d5d26a7,2010-12-13 18:03:43
"/So get on your way making someone else feel low then higher than they ever thought they could go. You already know I'm giving you up; you're letting me down. Stop pretending that you're gonna turn yourself around. You already know./""""",,,,,,e6ed9de01fb655f94a17529d7d67cfeb,2011-04-16 20:40:35
Have fallen in love with Spaced. How could this show have avoided me for so long? Also love Simon Pegg that little bit more. <3,,,,,,45968e427e7f998ae957a02df8fb7996,2011-01-25 23:49:12
"I HATE MY COMPUTER!!!!!!! It won't play videos or sound!!! I mean, the sound is on and it works, but it just won't do anything!!!!!!!!!",,,,,,6446d8555111ee3a45aaf21453bb5bc2,2009-06-18 19:06:54
"Ja En; di nko makita you messages.. sorry!error mn daw..nkatok na jud!   Alexander Rodriguez; mi amor, yo no s├⌐ lo que pas├│, pero no puedo leer tu mensaje .. no puedo ver cualquier mensaje de usted o de mi friends.i no s├⌐ por qu├⌐ ..",,,,,,88eed2b03dd4973e98fdc350d8886ab8,2011-09-01 5:57:51
wanna hear something ridiculous... when i went into the tattoo shop the other day there was this nerdy lil white girl getting the time of when lil wayne got out of jail on her wrist.... we had a good laugh,,,,,,6b899312e494ce93b8a63ee5f3c138d5,2010-11-11 18:44:41
"Ok, I 'd Say Colette Carr is crazier than Ke$ha, Katy Parry, AND Lady Gaga o.o  Back It Up is a cool song, though XD",,,,,,51ad38195cad45484da4149858e4f1b5,2010-08-21 18:03:54
"ATTENTION: No one is Peeking at your Profile, Giving you free FV stuff, Checking your Ex or Tagging your mug shot, committing suicide on a web cam, or wants to know if you are hot or not - Except HACKERS & SCAMS loaded with Viruses wanting you to click on them or hit the Like button! They will HACK into your accounts and raise havoc. STOP CLICKING ON THAT GARBAGE! Copy and paste and re-post spread the word please!",,,,,,c820deb002ded9c13615cdd7edd4ce01,2011-04-21 2:51:29
