hash,text,count
3869956287569931316,"Cool another week of work over, and still moving positively forward towards my nursing career, advanced training course next week at the IPU, hmmm that means two day weekend then 12 days work straight, bring it on!!!!!","[0, 0, 0, 0, 0, 0, 0]"
7734631659374204364,"Had a great night DJ'ing at 316's welcome party which we hosted. Many brutal drinking games were played. However as I was drifting off to sleep the fire alarm woke me. Thick grey smoke = me out of there, dial 911. Whole building evacuated (it's 1am here), 5 fire trucks. We havnt been allowed back in yet but apparently most peoples doors have been smashed in with fire axes 0-o","[0, 0, 0, 0, 0, 0]"
1545666692394717089,"Just finished the anime 'Gunslinger Girl'. It wasn't bad: as normal, the sub is better than the dub. Season 1's art and plot are a bit better than season 2. TV-14 & TV-MA for violence. Gratuitous amounts of beethoven help make season 1 pretty awesome. 13 and 14 eps per season I think. http:////www.youtube.com//watch?v=AL9DQXrwmF4","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8787459194558309281,"Just Got Tickets for TRON: Legacy IMAX 3D on Friday, EPIC! I am Pumped. First 3D and IMAX Movie, AND IT'S TRON! You can't beat that shit. It's going to be so epic. It makes me want to //faceroll just thinking about it!","[0, 0, 0, 0, 0, 0, 0]"
419948781673760938,"just finished writing an essay on heroin.....I probably could have written two words and still gotten a 100 because...well, it's Mr.Eaton and seems to like me.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-8080409796844164479,Just watched Waltz With Bashir. That whole Israel-Palestine business is an ugly business. Who else has seen it? What do you think?,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-8277325765104796645,"I was watching a show about how a Korean plane crashed. During the reenactment, they repaced the Koreans with the Chinese. What the hell?! D:< How can they mistake the difference of each Asian race--, oh yeah, stupid white people. And that means all of you!!!","[0, 0, 0, 0, 0, 0]"
-1544983460155167995,"In the land of never-ending reading, one must learn how to skim effectively..hopefully I get the hang of it soon LOL","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-5962732549739730728,Damn. Jus wen stuff starts lukin up a lil bit I gotta start thinkn bout dis nigga again...Will I ever b able 2 let go of this one who got away 4rm me??,"[4, 4, 4, 0, 8, 0, 0, 0, 0, 0]"
1443759978446675629,"So, what I really want for Farmville is a slaughterhouse and steakhouse because I'm tired of looking at those calves without A-1 sauce on them","[8, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1504647470116872826,If the band bus broke down in the middle of the forest.....I wonder which one of us would get eaten first -yah these are the questions that haunt my 3 am brain-,"[0, 0, 0, 0, 0, 1, 0, 0]"
7688793772102928639,I used a converter to turn an ebook into a PDF file well every now and then there are a few miss spellings. My favorite so far is Captain Toilet.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8644405625624694318,"is incredibly grateful to have such wonderful friends in her life, to do a job that she loves, for the talents she was given, for the incredible opportunities, for all the challenges overcome and for all the lessons she has learnt. Life may not be easy, but it is never dull.","[0, 0, 0, 4, 0, 4, 4, 0, 2]"
-1534562385279160908,He was born to be a man and became like a servant.Holiday travel. It isn┬Æt easy. Then why do we do it? Why cram the trunks and endure the airports? You know the answer. We love to be with the ones we love┬àMay I remind you?,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7313683772993933327,"Everyone may not be good, but there's always something good in everyone Never judge anyone shortly because every saint has a past & every sinner has a furture.  -Oscar Wilde","[2, 4, 0, 0, 2, 0, 2, 2, 0]"
3134089843604122216,I'm not here for your entertainment...you don't really want to mess with me tonight...Just stop and take a second...I WAS FINE BEFORE YOU WALKED INTO MY LIFE...Cause you know its over...Before it began!!!,"[8, 4, 6, 2, 5, 4, 6, 4, 2]"
4065947508623537004,"People need to understand that children with special needs are not sick. They are not searching for a cure, just acceptance. This week is for special needs education. Ninety three percent of the people will not copy and paste this. Will you be part of the seven percent that will and will you leave it on your wall for at least an hour?","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
577049215608023210,"If Disneyland is missing something, it's some authentic Asian food! All I've been eating are hamburgers, hot dogs, sandwiches, and potatoes... I need some fish and noodles! I miss Hawaii~","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-3730250629691073585,"I'm attempting to join the Marine Corps, all that I need to do is hand over some documents and take a few tests and then go from there. One of the greatest things I already like about the Corps is the honesty and openess I saw today.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7329254062793140113,Aku sakit Bila menatap matamu Sadarku bahwa engkau bukan milikku Aku sakit Bila ku mengagumimu Sadarku kau tak pernah mengagumi ku Bangunkan aku dari tidur panjangku Sadarkan aku dari mimpi tentangmu,"[0, 0, 2, 0, 0, 0, 2, 4]"
7015321681209012118,"feels really, really bad. There was a black snake out on the road while my mom and I were driving, so we went back to see if we could shoo him off (black snakes aren't poisonous and eat only mice and insects), but someone hit him as we got back. So we tur","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-8021423244850782027,"Last night, I had a dream that I lived in an aquarium and it burnt down, then, Barack Obama teamed up with a group of my friends and they were all plotting to kill me while I was in Spanish class.","[0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
-3277776831205207523,Has started drawning some pictures of people because she was bored ... and wants to know how to get them on here.,"[0, 0, 0, 0, 0, 0, 0]"
3443227668960561769,this feeling..... the desire to put the good of another before your own. the i feel compelled to throw anything away for it. the memory of what this feeling did last time. i cant do it again. but i cant get it out of my mind. torn between the two i sit here today asking you for your 2 cents. what do you think?,"[0, 0, 4, 4, 0, 0, 0, 0, 0, 0]"
5123042445993870837,What I see from Inception is this: Man wakes to find itself falls again into another dream. Remarkable story. Not for the weak minded though.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2462831865923486461,Hey so here's the update: I tried to drive home aaaaand my car said no so im stranded at BCC. Called my daddy and he said he could come by by 3:30. So i'll just wait. Study a bit and isten to some 95.7 BenFM and i'll be ok.,"[6, 4, 0, 0, 0, 0, 0, 0, 0, 0]"
3056820955208708999,Life's too short to spend it worrying about people who don't value your friendship. Hold close to those who would panic if they lost your phone number or email!,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 4]"
2356524400764885618,Oh my gosh! The actor who plays Draco Malfoy in Harry Potter plays Anna's son in Anna and the King! No way! x],"[0, 0, 0, 0, 0, 0, 0, 0]"
5654188383511029979,"whenever I take a break from facebook, I always seem to come back right on time to wish someone a happy birthday... how do I do that?","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-412991665542789967,Take it as a compliment when the devil attacks you. He only attacks people who are a threat to his plan. It means you're doing something right in God's eyes. Take the devil's challenge head on and keep up whatever you're doing to piss him off.,"[0, 0, 0, 0, 0, 0, 2, 2, 2, 0]"
5436679689335265999,Just been on a cleaning spree in the kitchen. Ancient dirty dishes: binned! Old pots & pans: binned! decaying stuff under the sink: binned! Now that 315 are the senior course in the house it's going to be no mercy... I refuse to live surrounded by shit.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-4278432758640681103,"OK, first I score a 78% when I needed an 80% study more take a practice test score a fucking 72% when I need an 80% study more take another practice test. score a 68% when yes I NEEDED FUCKING 80! WHAT's WRONG WITH ME!","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5904083793582848707,": It interests me how more crime and destruction has been done in the name of obedience, not disobedience; yet why are we encouraged so much to obey and to not question...","[0, 0, 0, 0, 0, 0, 2, 0, 0, 0]"
-2210037933567855972,haha paintballing was awesome ^^ even got the Top Gun award for taking down one of the tournament players twice in the first game :D but now i have a very colourful elbow :p,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-5293876448074094337,It's strange how people who were supposedly close to you are nicer 2 people they don't c everyday than 2 you.,"[0, 0, 0, 0, 0, 2, 0, 0, 0]"
2113170962722278890,": I don't understand how people can possibly get lost in Ikea. And we have asbestos in our house, go us!","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
7362901872103239929,"if you are brave, copy this post and see wat your friends say [1]crazy. [2]  wish we went out. [3] talkative. [4] sarcastic. [5] lovable.[6]dork [7]  strong. [8] dumb. [9] spoiled. [10] mouthy. [11]wild. [12] goofy. [13]  funny. [14] awesomely awesome. [15] amazing [16] cute. [17] pretty.  ...[18] hott [19] sweet. [20] will yu b my gf//bf?","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-746444844720513974,"OMFG! I GOT UH'S PRESIDENTIAL SCHOLARSHIP! ? ONLY 10 PEOPLE OUT OF ALL THE INSTITUTIONS IN HAWAI'I GET THIS! I'LL BE GETTING $2,000 EVERY SEMESTER FOR 2 YEARS AND A ONE-TIME TRAVEL AWARD FOR $2,000! ? I'M SO HAPPY! ^___^ I WORKED SO HARD FOR THIS! ? >w< On the flip side, now I have to maintain a 3.7 GPA for the rest of my school days! O___O","[0, 0, 0, 0, 0, 0, 0, 0, 2, 2]"
-9066974939729679924,This has been the worse summer i have ever had!!!! and the time i needed my best friend the most..... she leaves me!!!!!! What the Fuck????? All of them are the same!!!!!! i cant trust anyone!!!! So much fo best friends forever!!!!!!,"[0, 0, 4, 6, 0, 0, 0, 0, 0, 0]"
-738244256175078142,Wish i had gotten my homework done yesterday instead of putting it off until 5:00 PM tonight.... Definitely not making that mistake next weekend.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3507532188032369218,"im soo busy with school, its like i forgot that im graduating next semester.....i need to get things ready for grad school, i already know its gonna be a lot of paper work- the green type of paper ($$$$)!!!!!!!","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
6521960162845022064,"Mind the threefold law ye should, three times bad and three times good.  An' it harm none, Do what ye will.  Blessed Be to thee.","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
-8986409013236059012,???????????????????????????????????????????????????????????????????????????????. Very interesting. I found out how to type Chinese on m laptop! I can't seem to understand it very well though.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6372841160034736277,"Ruki is so cute when he sleeps...especially when he runs and barks. Weird, but cute. Assuming you've had a pet in the past, did she//he ever do anything that made you laugh or go awww? My dork will run into walls. *stare* ..... *laughs hard*","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-2727073093550711859,last day of Work (experiance)! after two days of long hours i get one 'normal' day and then i get friday off! YEAH!,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-6942068453983319779,Let's take a vote....should I take Social Dance 2 instead of Seminary 3rd tri? I would just take morning seminary of course....,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-9074515554668500645,"No, I'm not on Facebook 24//7, I just leave it open and check it (and go online) every once in a while. :^)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-1168528592683233776,"Watched Flavor Flav's comedy roast. Didn't it used to be Flava Flav? I didn't get the memo. Here's something they didn't say. The only thing separating Flavor Flav from a schizophrenic homeless person off his meds is he was friends with Public Enemy. Not really a joke, just an observation. That dude is gone!","[0, 0, 0, 0, 0, 0, 0]"
5498500863451302495,"sebab Tuhan yg menciptakan kt, Dia pula yg plg tahu bgmn kt hrs menjalani hdp ini. jk kt mw hdp maks sprti yg Tuhan inginkan, tak ada jln lain kecuali setia merenungkan dan melakukan firman-Nya. firman Tuhan adlh petunjuk menjalani hdp mengabaikannya berarti menyia-nyiakan hdp.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4336158388888718699,"omg World History today was a win, was in not? and Public Speeaking as well. I think I should wear business clothes to school more often","[0, 0, 0, 0, 2, 0, 0, 0]"
7062727807842287206,"Husband asks: Do you know the meaning of WIFE?  It means┬àWithout Information, Fighting Every time!  ...WIFE says: No darling , it means  With Idiot For Ever ;)","[0, 0, 0, 0, 0]"
-1921679982208326682,Don't miss the Total Lunar Eclipse on Dec 21st. Best viewing time is 3:17 am EST. It will be darkest red then. Last time a total lunar eclipse coincided with the Winter Solstice was in 1638. This one is special.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1801146387240583132,I just love Katie :') and what makes everything even greater is that the love of my life has been friends with her for years! Wishing I could be with Madeline and her family though <3,"[0, 0, 0, 0, 0]"
7160735281648057327,"/Para saan ba kasi ung pangalan at bakit pa nila pinag aawayan./""  Sabi ko nga e hindi naman kailangang malaman kung sino ka when it comes to God diba? He even changed the name ung nag follow sa kanya gaya ni Peter.""","[0, 0, 0, 0, 0]"
-3912426807094935848,"Yeah, I am talking to you, you fucking faggot. Whoever contaminated my water bottle or food with antipsychotics is a fucking idiot. I don't have akathisia today because I am not contaminated today. And I gained all that fucking weight in a week because of your bullshit. And now you made me suffer and I can't sleep again. Whoever you are whether it is Family or Friends, STOP IT! And don't you dare do it again.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4531003570915901752,"list of my favourite movies part 9: Strictly Ballroom, Alex, A Nightmare Before Christmas, In My Father's Den, City of God, Chicago, Holiday Inn, The Gay Divorcee, Top Hat, Take Me Out to the Ballgame, Fox and the Hound, Bambi, Lady and the Tramp, A League of Their Own, X-Men, X2, Fly Away Home...","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-8374473191964979443,Thank you so much to everyone who sent me birthday messages! You're all so sweet! :) Had an amazing day at Islands of Adventure and got some wonderful gifts! So happy!,"[0, 0, 0, 2, 0, 0, 2, 0, 0]"
-5016506931433183188,"Same old song, Just a drop of water in an endless sea. All we do, crumbles to the ground, but we refuse to see.","[4, 6, 8, 0, 4, 0, 2, 0]"
6732606606234189386,".........the conversations you stumble upon on facebook walls are scary >< *scarred for life, thinking wtfh is wrong with people XD*","[0, 4, 0, 0, 0]"
-5776965908134094477,Watching Yogi Bear.Work tonight.Ugh.I wish I had a life:-// Oh well.Less than a month now left until I just flippin graduate....maybe.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
6134613757756831989,only a few more days and I think I may have cleared what'll be Oscars bedroom and then to paint on cool designs and make it special,"[8, 4, 4, 0, 0, 2, 0, 0, 0, 0]"
-2115571421800971114,Visiting museums dowtown today and hanging out at the Epicenter. Such beautifl weathere here...the best fall I have ever been in....,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7199794562107966575,"WHAT IS THIS MADNESS I HAVE NO IDEA WHY IS EVERYTHING CHANGING AAAAHHHHH!!!!!!!! First Facebook, then Google, then Wikipedia, now deviantART! I DON'T LIKE THIS!!!!!!!","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
37838360224346649,"Today, God's message for you is to give peace in order to receive it. What you put out into the world is what the world gives back to you. Today, give the world peace.","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
-3950158160931799765,"Want to go, go without a map  Far away, away, I won't get trapped  By the sound, a town, the sun beats down  In the heat of Los Angeles (8)....:-)","[4, 8, 0, 0, 2, 0, 0, 2, 0, 0]"
-3171870590534087214,"Hey, im pretty serious everybody!! I NEED a sewing machine TONIGHT to finish the costume for tomorrow! PLEASE PLEASE if anyone has any I could borrow I'll immediatly give you my address!!!","[0, 0, 0, 0, 0, 0, 0, 0, 2]"
-4992008726641890516,"Life lives, life dies. Life laughs, life cries. Life gives up and life tries. But life looks different through everyone's eyes. __Unknown","[3, 3, 0, 0, 6, 2, 2, 0, 0]"
4979591758567839761,"I don't mind you keepin' me on pins and needles  If I could stick to you  You could stick me in two  Just don't break my heart  And I won't break your heart-shaped glasses  Little girl, you should close your eyes  That blue is gettin' me high  Makin' me low","[0, 4, 4, 0, 2, 0, 0, 0, 0, 0]"
8618844070652710489,"If you could see anyone in concert, including front stage seats and back stage meet and greet passes, who would you choose? =)","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
6082659989070492455,"As a child i always wanted to grow up..  but it is now i realize that /BROKEN TOYS/"" and /""LOST PENCILS/"" are better than  /""BROKEN FRIENDSHIPS/"" and /""LOST FRIENDS/""......""","[0, 0, 0, 0, 4, 0, 0, 0, 0]"
8048330168780501112,just listened to one of the stupidest songs ever cuz of ahkiye. i feel all late cuz imma bout a stupid question: whos brantley and miles?,"[0, 0, 0, 2, 0]"
-7435338086793602963,u know id just like to say i find it real sad tht u cant turn on the news anymore without sumone going missing cus sumone is so messed up they feel the need to take sumone from their lives and family thts just messed up,"[0, 0, 0, 0, 0, 0, 0, 0]"
-1353566010676182759,oh gr8 me laptop bk or shud i say courtneys but it seems t b rather slow just like Steven Thomas Boyle pmsl,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5857110217467102203,dont know if i will be able to sleep 2night. have lots to do tomorrow and over the weekend with sierra's party and having all 4 kids. Going to Chippewa to get boys etc. etc.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-5307977109682495704,"try to to tell me what i shouldn't do. you should know by now, i won't listen to you. walk around with my hands, up in the air. cause i don't care. i'm alright i'm fine, just freak out let it go! :D <3","[4, 8, 0, 4, 2, 2, 4, 2]"
7216967379256164539,"Due to unavoidable personal circumstances a friend of mine needs to re-home their dog.   Ben is a 2 year old black and white Border Collie - he has been neutered, is house trained and very well behaved, although he is also 'mad as a box of frogs'! He is a really lovely chap who's used to children (although he can be bit boisterous) he has grown up with cats but still chases them!","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-6720547800283145795,Halloween Weekend..... Now for the planning! Going to have a blast ^_^ Hope you have as much fun as I do.... Can it get better than last night with the Monroes?????,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-2434465625990539655,"Je serai sur Lyon a partir du 16 Novembre. J'ai eventuellement la possibilite de reserver mon vol retour le dimanche 21. Si vous etes sur Lyon les 19-20-21, on pourrait s'y capter pour passer du bon temps :) Envoyez-moi un message avant lundi soir svp car je booke mes billets mardi au plus tard ! A+","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
867109324680893422,"Doesn't think the Barry trip will be on tomorrow in this rain, maybe me and smally smalls could visit Ikea and find exciting things though","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3304015325268362194,my cell phone is out of mins. so if you need to get ahold of me email me here or im me,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-3937757770810070715,So I assume all of the Stuy people have been good students and finished off their summer homework eons ago? x],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-2227076429428063194,"/BARK BARK BARK BARK!/"" /""SHUT UP!!!/""  -silence- /""BARK BARK BARK/"" /""GOD DAMN IT SHUT THE HELL UP!!!!!/""  ~Excerpt from my life""","[0, 0, 0, 0, 0]"
-7751071782790177140,"Tonight I saw Justin play at Urbana Sweet Corn Days, Micah got hit on by some drunk guy, and a drunk guy sniffed my hair. What do you even say in a situation like that?","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2231143218743199596,"├âIf life were a romantic comedy, i'd be the bride's kooky friend who everyone is always setting up on blind dates and all secretly think will turn out to","[0, 0, 0, 0, 0, 0, 0, 0]"
3189046263050337697,"Its Mother's Day.  I'll celebrate Mary, the greatest mother of all, sure...but i will not pray to her. That's kinda blasphemy. #fb","[0, 0, 0, 0, 0, 0, 0, 2, 0]"
6853126175244059590,"I was in Walgreens tonight and there was this cute chubby little 4 or 5 year old with his mom. When I walked by him I smiled, he smiled in return and after I had passed he turned to his mother and I heard him say, /The people love me!/"" with a huuuge smile on his face. It was soooo adorable and he made my day when he said that.""","[0, 0, 0, 0, 0]"
6788758093228483652,"THOUGHT FOR THE DAY: never tell someone /everything happens for a reason/"" unless you can back it with the information that its either for the bad or the good. If you cant give that kinda information to go with the saying then dont say it at all","[2, 6, 0, 0, 2, 0, 0, 0, 4]"
4266845171256514324,"hope shahir wat yg trbaik utk konsert mlm ni.insyaallah,klau kita ikhlas dan jujur dlm lakukan sesuatu,hasil yg kita tidak ternilai kualitanya.good luck adan semoga brjaya msuk final af.amin","[0, 0]"
-5143692495109836631,"Has a new hat, a pirate watch and a clock for counselling (I bought a spare one too in case anyone else finds it handy (They're quite small but has a suction cup to stick on the wall etc)).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-8581772789825189123,Sabrina and I went bigfoot hunting tonight with no luck. Also I need phone numbers please... getting a new phone in the a.m.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1253296580778045640,"Religion is like a penis. It's fine to have one, it's fine to be proud of it, but please don't whip it out in public and start waving it around.   And PLEASE don't try to shove it down my children's throat.","[0, 0, 0, 0, 0, 0, 4, 0, 0, 0]"
7996563617262814761,The practical result of allowing yourself to become obsessed and consumed with hatred over a petty slight equates to granting someone who hates you control over your life. --- anon.,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0]"
2311029177754228109,"If you ever have had a math teacher in college, they are usually hard to understand and follow what they say... try one from Ukraine whose native language is Russian. I will let you all think about that one for a little bit.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3042170733219966162,ive just experienced a little of the good life. i just had a good time. (three days grace reference). hotels are great.,"[4, 8, 2, 2, 2, 0, 0, 0, 0]"
-193967615794868040,"Just watched Atlas Shrugged. Although the acting wasn't anything to be proud of, the plot was excellent. Recommended to centrists everywhere. Oh, and those bonus 135 points in Cannonater's class are nice, too! :D",[0]
8171774331498631641,Cannot believe I won a Wii game at the Christmas party last night! Thank you UAW Local 6000 District 1A1-you made my Christmas!!! Can't wait to go home and play!,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3055297674320249551,"Due to a late entry from some integral people in making this thing happen, we are in dire need of more teams for the MHS Year 12 Downball Tournament doubles. Comment here or pm me if interested","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1588354558151449581,03-13-10<3 <3 <3 Music in my ears!!!!!! Shout out to my grandmama:) Hello mother I know you can see my stat right now:p XD,"[0, 0, 0, 0, 0, 0, 0]"
193037606421260698,"got an hour and a half nap and dinner, now trying to see if I can sleep for another hour and a half....hmm","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7666499840364946531,"No one cares, no one listens, screaming words that you fake hearin'.. No one cares, no one listens anymore.. No one listens anymore...","[4, 4, 2, 8, 6, 5, 6, 5]"
2679735915956752667,I was caught in the crossfire of a silent scream where one man's nightmare is another man's dream. Pull the covers up high and pray for the morning light cause you're living alone in the heat of the night. Met a man with a message from the other side. Couldn't take the pressure - had to leave it behind. He said it's up to you. You can run or you can fight that's right. Better leave it alone in the heat of the night,"[2, 0, 6, 0, 0, 0, 0, 4, 4]"
2296295026952637998,"Yeah, sitting in the living room with the biggest smile ever...hmmm or is it the Fanta bottle next to me...XD hahahahaha....  It's to hot to sleep people...so, I ain't gonna sleep..","[0, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
-4360122992806942272,"was wondering who the heck trims their lawn at 7:30 am on a Thursday, and it turned out to be Eric.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-3324791609088492546,"Omg, I am sooooooo tired right now. I seriously don't think that I'll even make it till 11. That makes me feel like an old lady. My 50+ dad stays up later than that!","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
639420353216323929,"Don't you hate it when you're in bed and txting, and then all of a sudden your phone decides to be ninja and slips through your hands and attacks your face? <3","[0, 0, 2, 0, 0, 0, 0, 0, 0]"
6033785213438748794,Is it realli possible to be just friendz with an ex? or will u jus keep on wishing to get it all bak?,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
-5343375883171969069,"Good morning world! Busy day have a research paper to work on and laundry, but I┬Æm going to the Java Garden today for lunch who is coming with me?........... and please somebody write on my wall!","[0, 0, 0, 1]"
7898803267314024358,"THE BEST WAY TO FIND OUT WHAT KIND OF PERSON YOU ARE IS HAVE SOME INTERACTION WITH SOME LITTLE KIDS,YOU CAN NOT HIDE YOURSELF FROM THEM.THEY CAN SEE RIGHT THROUGH IT IF IT IS NOT GENUINE.I HAD THIS TODAY AT WORK WITH A PAIR OF TWO YEAR OLD TWINS,THEY CALLED ME /THE FUNNY MAN/"" NOT BECAUSE I WAS WEIRD BUT BECAUSE I MADE THEM LAUGH AND HAVE FUN.IT WAS THE HIGHLIGHT OF MY DAY.""","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2425231316788584686,"/I don't want to commit on something that is subjective (referring to love).  A possibility that one day you'll wake up and not love the person you are with./""  -nice""","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
-4699131147069376858,"It's not only children who grow. Parents do too. As much as we watch to see what our children do with their lives, they are watching us to see what we do with ours. I can't tell my children to reach for the sun. All I can do is reach for it, myself. ~Joyce Maynard (That's what I see with both of my parents in school. Dad got his degree a few years ago and mom is currently in school now)","[0, 3, 0, 4, 4, 4, 5, 0, 0]"
-2803919619669232615,"addicted to Katy Perry new music video Fire work, which takes place in Budapest, Hungary, it really cute and true. We all should show who we truly are if someone is picking on us!","[0, 0, 0, 0, 0, 0, 0]"
-3862482242128496633,Funny movie- nice dinner- now home with a bottle of Sam Adams Cherry Wheat and no kids to feed and dress in the morning :D,"[0, 0, 0, 0, 0, 0, 0, 2, 0]"
7374902492613769752,Ouch x.x killed my voice singing for about 2 days. Now I'm coughing cus of it and my throat kills. Gyah singing is dangerous!!! I miss you <3,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
-4851088478731829113,TRy AND LIVE WITH A CURSE EVERDAY DUSE SERIOUSLY IT AINT FUNNY MAN ITS PAINFUL EVERYDAY HAVIN CREEPY NIGHTMARES N STUFF LIKE TAT I JUST CANT HANDLE THEM SOMETIMES BUT I GOTTA JUST BELIEVE THAT IM EVOLVING IN2 SOME MAN THAT NO OTHER PERSON IN THIS WORLD CAN FIND,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
8711304440020282997,"I will love the light for it shows me the way, yet I will endure the darkness because it shows me the stars.  Og Mandino","[3, 2, 3, 0, 0, 0, 3, 0]"
5100512717671018808,"I dont care about the situations at Newcastle, Gateshead or down south, BBC Newsreader   I just want to know about the situation in Cumbria, or specifically Brampton","[0, 0, 0, 0, 0, 0]"
-3606883621931666969,"** The most powerful words can only be spoken from the heart. They may be mute but are often louder, more powerful and so ever much more meaningful than anything that could ever be said in any other way **","[0, 6, 4, 0, 2, 2, 0, 0, 0, 0]"
2736725179270070063,"I pity the poor fool who eventually takes me to a fancy resteraunt, because I will head STRAIGHT for the mac and cheese.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
-2226781147154208166,why don't friends just understand..  why is that friends always misunderstand..  has the trust on me got nowhere to stand..?,"[0, 0, 0, 0, 0, 0, 8, 6]"
-4459414047894784535,I've decided to cheat today...i'm going over to my mom's to do laundry today insted of lugging my stuff down to the laundry mat!!,"[0, 0, 0, 0, 0, 0, 0, 0]"
-2082393523433192103,"was woken up at freaking 6:45 to my brothers destorying the house, my wallet gone through and even more of my drawings lost. If I don't kill someone today it will be a miracle","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2553210846226695234,"Distance never seperates two hearts that really care, for our memories span the miles and in seconds we are there. But whenever I start feeling sad because I miss you, I remind myself how lucky I am to have someone so special to miss.","[0, 4, 0, 0, 0, 4, 4, 4, 4, 4]"
6134714676280763301,"*Eye's Twitch*  Ever get the suspicion someone is trying to fuck with your head?  But it's so subtle, you don't have grounds for confrontation?","[0, 0, 0, 0, 0, 0, 0, 0, 2, 0]"
-8992506475937817890,"Is at a great party where all the good songs are flowing salsa,bachata, and merengue but everyone here is white or asain and needless to say confused lol","[0, 0, 0, 0, 0, 0, 0, 0, 2]"
6273827506363827498,going to KK's house party then to see Sound Parade at Cafe Noir (by Target :)) about 9!! Hope to see you there! :),"[0, 0, 0, 0, 0, 0, 0]"
-1402705955372909387,"Nobody can teach you love. Love you have to find yourself, within your being, by raising your consciousness to higher levels-osho rajneesh.","[3, 0, 2, 1, 4, 0, 0, 8, 0]"
